film_id,title,count,total_revenue
392,Hall Cassidy,16,98.84
678,Pickup Driving,16,98.84
483,Jericho Mulan,17,98.83
70,Bikini Borrowers,17,98.83
398,Hanover Galaxy,17,98.83
251,Dragonfly Strangers,17,98.83
51,Balloon Homeward,23,98.77
559,Married Go,30,98.70
980,Wizard Coldblooded,16,97.84
385,Groundhog Uncut,17,97.83
414,Hellfighters Sierra,20,97.80
772,Sea Virgin,22,97.78
476,Jason Trap,23,97.77
873,Sweethearts Suspects,28,97.72
295,Expendable Stallion,28,97.72
226,Destiny Saturday,16,96.84
930,Vacation Boondock,21,96.79
445,Hyde Doctor,25,96.75
55,Barbarella Streetcar,25,96.75
220,Deer Virginian,28,96.72
203,Daisy Menagerie,16,95.84
456,Inch Jet,18,95.82
649,Oz Liaisons,24,95.76
609,Muscle Bright,30,95.70
489,Juggler Hardly,31,95.69
365,Gold River,14,94.86
451,Igby Maker,18,94.82
835,Spy Mile,27,94.73
588,Model Fish,15,93.85
944,Virgin Daisy,17,93.83
265,Dying Maker,17,93.83
212,Darn Forrester,18,93.82
166,Color Philadelphia,24,93.76
958,Wardrobe Phantom,27,93.73
789,Shock Cabin,28,93.72
98,Bright Encounters,13,92.87
321,Flash Wars,13,92.87
272,Edge Kissing,15,92.85
116,Candidate Perdition,17,92.83
611,Musketeers Wait,17,92.83
806,Sleepy Japanese,20,92.80
773,Seabiscuit Punk,25,92.75
68,Betrayed Rear,15,91.85
757,Sagebrush Clueless,16,91.84
803,Slacker Liaisons,17,91.83
880,Telemark Heartbreakers,25,91.75
78,Blackout Private,27,91.73
177,Connecticut Tramp,13,90.87
115,Campus Remember,19,90.81
15,Alien Center,22,90.78
322,Flatliners Killer,22,90.78
277,Elephant Trojan,14,89.86
704,Pure Runner,15,89.85
165,Coldblooded Darling,16,89.84
141,Chicago North,16,89.84
234,Disturbing Scarface,26,89.74
682,Pittsburgh Hunchback,12,88.88
568,Memento Zoolander,13,88.87
532,Loser Hustler,15,88.85
858,Submarine Bed,15,88.85
655,Panther Reds,15,88.85
686,Pluto Oleander,16,88.84
4,Affair Prejudice,22,88.78
391,Half Outfield,24,88.76
753,Rush Goodfellas,31,88.69
446,Hysterical Grail,15,87.85
329,Forrest Sons,18,87.82
57,Basic Easy,20,87.80
628,Northwest Polish,20,87.80
43,Atlantis Cause,24,87.76
434,Horror Reign,27,87.73
798,Silverado Goldfinger,11,86.89
867,Super Wyoming,13,86.87
510,Lawless Vision,16,86.84
480,Jeepers Wedding,16,86.84
481,Jekyll Frogmen,17,86.83
852,Strangelove Desire,24,86.76
134,Champion Flatliners,13,85.87
28,Anthem Luke,15,85.85
844,Steers Armageddon,15,85.85
443,Hurricane Affair,24,85.76
154,Clash Freddy,25,85.75
471,Island Exorcist,26,85.74
181,Contact Anonymous,26,85.74
901,Tracy Cider,26,85.74
46,Autumn Crow,11,84.89
711,Raging Airplane,13,84.87
169,Comforts Rush,17,84.83
936,Vanishing Rocky,17,84.83
83,Blues Instinct,21,84.79
608,Murder Antitrust,23,84.77
247,Downhill Enough,25,84.75
554,Malkovich Pet,26,84.74
638,Operation Operation,26,84.74
597,Moonwalker Fool,12,83.88
113,California Birds,12,83.88
121,Carol Texas,18,83.82
298,Eyes Driving,19,83.81
841,Star Operation,20,83.80
953,Wait Cider,21,83.79
644,Oscar Gold,25,83.75
625,None Spiking,26,83.74
210,Darko Dorado,11,82.89
151,Cincinatti Whisperer,12,82.88
190,Creepers Kane,14,82.86
421,Holiday Games,15,82.85
7,Airplane Sierra,15,82.85
987,Words Hunter,16,82.84
123,Casablanca Super,16,82.84
616,National Story,19,82.81
920,Unbreakable Karate,21,82.79
782,Shakespeare Saddle,22,82.78
662,Paths Control,10,81.90
956,Wanda Chamber,15,81.85
872,Sweet Brotherhood,15,81.85
252,Dream Pickup,22,81.78
353,Gentlemen Stage,23,81.77
366,Goldfinger Sensibility,24,81.76
531,Lose Inch,27,81.73
374,Graffiti Love,30,81.70
418,Hobbit Alien,31,81.69
889,Ties Hunger,11,80.89
137,Charade Duffel,15,80.85
438,Human Graffiti,15,80.85
448,Idaho Love,17,80.83
643,Orient Closer,17,80.83
326,Flying Hook,19,80.81
966,Wedding Apollo,23,80.77
288,Escape Metropolis,25,80.75
933,Vampire Whale,12,79.88
426,Home Pity,14,79.86
308,Ferris Mother,17,79.83
657,Paradise Sabrina,18,79.82
914,Trouble Date,22,79.78
645,Others Soup,23,79.77
491,Jumping Wrath,24,79.76
968,Werewolf Lola,14,78.86
229,Devil Desire,14,78.86
84,Boiled Dares,15,77.85
529,Lonely Elephant,15,77.85
473,Jacket Frisco,18,77.82
707,Quest Mussolini,20,77.80
402,Harper Dying,20,77.80
193,Crossroads Casualties,21,77.79
555,Mallrats United,25,77.75
60,Beast Hunchback,11,76.89
667,Peach Innocent,13,76.87
381,Grinch Massage,14,76.86
453,Image Princess,14,76.86
81,Blindness Gun,14,76.86
50,Baked Cleopatra,15,76.85
544,Madison Trap,15,76.85
49,Badman Dawn,21,76.79
853,Stranger Strangers,11,75.89
519,Liberty Magnificent,12,75.88
202,Daddy Pittsburgh,13,75.87
219,Deep Crusade,13,75.87
420,Holes Brannigan,14,75.86
173,Confessions Maguire,14,75.86
774,Searchers Wait,14,75.86
432,Hope Tootsie,18,75.82
341,Frost Head,29,75.71
74,Birch Antitrust,11,74.89
93,Brannigan Sunrise,12,74.88
455,Impossible Prejudice,14,74.86
967,Weekend Personal,18,74.82
428,Homicide Peach,22,74.78
437,House Dynamite,23,74.77
245,Double Wrath,25,74.75
888,Thin Sagebrush,11,73.89
917,Tuxedo Mile,12,73.88
145,Chisum Behavior,13,73.87
991,Worst Banger,16,73.84
999,Zoolander Fiction,17,73.83
912,Trojan Tomorrow,18,73.82
724,Remember Diary,18,73.82
302,Fantasia Park,19,73.81
242,Doom Dancing,21,73.79
800,Sinners Atlantis,22,73.78
545,Madness Attacks,25,73.75
126,Casualties Encino,9,72.91
994,Wyoming Storm,13,72.87
661,Past Suicides,13,72.87
347,Games Bowfinger,14,72.86
464,Intentions Empire,15,72.85
693,Potter Connecticut,17,72.83
275,Egypt Tenenbaums,17,72.83
463,Instinct Airport,18,72.82
619,Neighbors Charade,19,72.81
67,Berets Agent,20,72.80
514,Lebowski Soldiers,21,72.79
816,Snowman Rollercoaster,23,72.77
417,Hills Neighbors,25,72.75
120,Caribbean Liberty,9,71.91
9,Alabama Devil,12,71.88
99,Bringing Hysterical,20,71.80
138,Chariots Conspiracy,21,71.79
881,Temple Attraction,12,70.88
487,Jingle Sagebrush,13,70.87
929,Usual Untouchables,13,70.87
765,Saturn Name,13,70.87
916,Turn Star,14,70.86
231,Dinosaur Secretary,20,70.80
870,Swarm Gold,26,70.74
748,Rugrats Shakespeare,30,70.70
214,Daughter Madigan,9,69.91
599,Mother Oleander,14,69.86
42,Artist Coldblooded,16,69.84
323,Flight Lies,12,68.88
389,Gunfighter Mussolini,12,68.88
648,Outlaw Hanky,13,68.87
820,Sons Interview,13,68.87
626,Noon Papi,17,68.83
429,Honey Ties,19,68.81
142,Chicken Hellfighters,22,68.78
20,Amelie Hellfighters,10,67.90
462,Insider Arizona,18,67.82
72,Bill Others,19,67.81
22,Amistad Midsummer,20,67.80
235,Divide Monster,21,67.79
292,Excitement Eve,21,67.79
641,Orange Grapes,24,67.76
228,Detective Vision,26,67.74
499,King Evolution,9,66.91
918,Twisted Pirates,11,66.89
207,Dangerous Uptown,12,66.88
254,Driver Annie,17,66.83
56,Barefoot Manchurian,18,66.82
986,Wonka Sea,18,66.82
640,Opus Ice,11,65.89
627,North Tequila,11,65.89
957,War Notting,12,65.88
133,Chamber Italian,12,65.88
567,Meet Chocolate,12,65.88
689,Pollock Deliverance,17,65.83
158,Clones Pinocchio,19,65.81
301,Family Sweet,27,65.73
312,Fiddler Lost,10,64.90
533,Lost Bird,12,64.88
557,Manchurian Curtain,15,64.85
615,Nash Chocolat,15,64.85
58,Beach Heartbreakers,17,64.83
690,Pond Seattle,19,64.81
358,Gilmore Boiled,28,64.72
75,Bird Independence,11,63.89
633,October Submarine,11,63.89
478,Jaws Harry,14,63.86
561,Mask Peach,17,63.83
344,Fury Murder,19,63.81
395,Handicap Boondock,28,63.72
537,Lover Truman,10,62.90
536,Lovely Jingle,13,62.87
716,Reap Unfaithful,16,62.84
351,Gaslight Crusade,16,62.84
90,Boulevard Mob,17,62.83
474,Jade Bunch,18,62.82
150,Cider Desire,19,62.81
269,Earring Instinct,19,62.81
993,Wrong Behavior,20,62.80
650,Pacific Amistad,24,62.76
266,Dynamite Tarzan,25,62.75
525,Loathing Legally,26,62.74
587,Mod Secretary,11,61.89
639,Opposite Necklace,12,61.88
842,State Wasteland,12,61.88
236,Divine Resurrection,14,61.86
17,Alone Trip,17,61.83
659,Park Citizen,8,60.92
824,Spartacus Cheaper,9,60.91
152,Circus Youth,15,60.85
927,Uprising Uptown,16,60.84
496,Kick Savannah,19,60.81
317,Fireball Philadelphia,21,60.79
23,Anaconda Confessions,21,60.79
651,Packer Madigan,22,60.78
890,Tights Dawn,26,60.74
543,Madigan Dorado,10,59.90
564,Massage Image,12,59.88
88,Born Spinal,12,59.88
449,Identity Lover,13,59.87
620,Nemo Campus,14,59.86
26,Annie Identity,22,59.78
811,Smile Earring,10,58.90
905,Trainspotting Strangers,11,58.89
932,Valley Packer,15,58.85
975,Willow Tracy,16,58.84
410,Heaven Freedom,18,58.82
311,Fiction Christmas,19,58.81
647,Outfield Massacre,19,58.81
204,Dalmations Sweden,20,58.80
314,Fight Jawbreaker,21,58.79
494,Karate Moon,23,58.77
586,Mockingbird Hollywood,23,58.77
390,Guys Falcon,9,57.91
246,Doubtfire Labyrinth,10,57.90
508,Lambs Cincinatti,10,57.90
542,Lust Lock,13,57.87
606,Mummy Creatures,15,57.85
796,Sierra Divide,15,57.85
679,Pilot Hoosiers,16,57.84
672,Perfect Groove,17,57.83
709,Racer Egg,18,57.82
733,River Outlaw,19,57.81
851,Straight Hours,20,57.80
276,Element Freddy,10,56.90
977,Window Side,11,56.89
92,Bowfinger Gables,11,56.89
342,Fugitive Maguire,11,56.89
345,Gables Metropolis,18,56.82
984,Wonderful Drop,9,55.91
104,Bugsy Song,11,55.89
469,Iron Moon,11,55.89
705,Purple Movie,13,55.87
24,Analyze Hoosiers,14,55.86
783,Shane Darkness,14,55.86
232,Dirty Ace,15,55.85
664,Patriot Roman,16,55.84
925,United Pilot,17,55.83
380,Greek Everyone,17,55.83
810,Slums Duck,24,55.76
206,Dancing Fever,27,55.73
548,Magnificent Chitty,8,54.92
591,Monsoon Cause,9,54.91
189,Creatures Shakespeare,14,54.86
286,Enough Raging,17,54.83
363,Go Purple,20,54.80
632,Nuts Ties,9,53.91
770,Scissorhands Slums,15,53.85
442,Hunting Musketeers,15,53.85
746,Rouge Squad,18,53.82
728,Reunion Witches,20,53.80
807,Sleuth Orient,21,53.79
388,Gunfight Moon,22,53.78
863,Sun Confessions,25,53.75
124,Casper Dragonfly,8,52.92
721,Reds Pocus,9,52.91
934,Vanilla Day,9,52.91
731,Right Cranes,10,52.90
780,Sensibility Rear,10,52.90
293,Exorcist Sting,13,52.87
546,Madre Gables,14,52.86
793,Shrunk Divine,14,52.86
16,Alley Evolution,14,52.86
373,Graduate Lord,16,52.84
333,Freaky Pocus,17,52.83
631,Novocaine Flight,19,52.81
147,Chocolat Harry,20,52.80
376,Grapes Fury,21,52.79
406,Haunting Pianist,22,52.78
273,Effect Gladiator,24,52.76
470,Ishtar Rocketeer,7,51.93
653,Panic Club,7,51.93
279,Elizabeth Shane,10,51.90
96,Breaking Home,13,51.87
111,Caddyshack Jedi,16,51.84
601,Moulin Wake,16,51.84
156,Clerks Angels,7,50.93
988,Worker Tarzan,15,50.85
458,Indian Love,16,50.84
526,Lock Rear,16,50.84
504,Kwai Homeward,23,50.77
945,Virginian Pluto,28,50.72
13,Ali Forever,8,49.92
211,Darling Breaking,9,49.91
375,Grail Frankenstein,9,49.91
826,Speed Suit,9,49.91
466,Intolerable Intentions,9,49.91
422,Hollow Jeopardy,10,49.90
692,Potluck Mixed,11,49.89
296,Express Lonely,13,49.87
900,Town Ark,14,49.86
673,Personal Ladybugs,14,49.86
589,Modern Dorado,15,49.85
962,Wasteland Divine,15,49.85
436,Hours Rage,19,49.81
91,Bound Cheaper,23,49.77
371,Gosford Donnie,8,48.92
338,Frisco Forrest,8,48.92
256,Drop Waterfront,9,48.91
528,Lolita World,10,48.90
729,Rider Caddyshack,11,48.89
5,African Egg,11,48.89
209,Darkness War,13,48.87
592,Monster Spartacus,14,48.86
201,Cyclone Family,14,48.86
394,Hamlet Wisdom,14,48.86
737,Rock Instinct,17,48.83
367,Goldmine Tycoon,27,48.73
951,Voyage Legally,28,48.72
2,Ace Goldfinger,6,47.94
779,Sense Greek,7,47.93
197,Crusade Honey,8,47.92
503,Kramer Chocolate,9,47.91
788,Ship Wonderland,15,47.85
287,Entrapment Satisfaction,15,47.85
505,Labyrinth League,15,47.85
623,Newton Labyrinth,17,47.83
906,Tramp Others,20,47.80
681,Pirates Roxanne,20,47.80
703,Punk Divorce,8,46.92
384,Grosse Wonderful,8,46.92
435,Hotel Happiness,9,46.91
30,Anything Savannah,9,46.91
515,Legally Secretary,9,46.91
837,Stage World,10,46.90
573,Microcosmos Paradise,13,46.87
658,Paris Weekend,14,46.86
913,Troopers Metal,14,46.86
849,Storm Happiness,29,46.71
47,Baby Hall,8,45.92
565,Matrix Snowman,9,45.91
685,Platoon Instinct,9,45.91
740,Rollercoaster Bringing,10,45.90
825,Speakeasy Date,12,45.88
213,Date Speed,13,45.87
921,Uncut Suicides,14,45.86
847,Stock Glass,14,45.86
937,Varsity Trip,15,45.85
303,Fantasy Troopers,26,45.74
582,Miracle Virtual,9,44.91
522,Life Twisted,10,44.90
750,Run Pacific,10,44.90
660,Party Knock,13,44.87
574,Midnight Westward,16,44.84
39,Armageddon Lost,20,44.80
982,Women Dorado,22,44.78
12,Alaska Phantom,26,44.74
719,Records Zorro,8,43.92
328,Forever Candidate,13,43.87
540,Lucky Flying,13,43.87
784,Shanghai Tycoon,14,43.86
360,Glass Dying,14,43.86
792,Shrek License,14,43.86
618,Necklace Outbreak,15,43.85
552,Majestic Floats,17,43.83
687,Pocus Pulp,26,43.74
960,Wars Pluto,10,42.90
187,Cranes Reservoir,11,42.89
700,Prix Undefeated,11,42.89
756,Saddle Antitrust,14,42.86
744,Roots Remember,17,42.83
164,Coast Rainbow,21,42.79
602,Mourning Purple,21,42.79
54,Banger Pinocchio,22,42.78
268,Early Home,7,41.93
411,Heavenly Gun,7,41.93
431,Hoosiers Birdcage,8,41.92
817,Soldiers Evolution,8,41.92
306,Feathers Metal,11,41.89
577,Mile Mulan,13,41.87
828,Spiking Element,13,41.87
40,Army Flintstones,16,41.84
160,Club Graffiti,17,41.83
383,Groove Fiction,18,41.82
695,President Bang,7,40.93
161,Clue Grail,7,40.93
289,Eve Resurrection,7,40.93
876,Tarzan Videotape,8,40.92
337,Frida Slipper,10,40.90
110,Cabin Flash,15,40.85
864,Sundance Invasion,18,40.82
233,Disciple Mother,18,40.82
833,Splendor Patton,21,40.79
191,Crooked Frogmen,22,40.78
485,Jersey Sassy,6,39.94
884,Terminator Club,6,39.94
278,Elf Murder,7,39.93
316,Fire Wolves,7,39.93
530,Lord Arizona,10,39.90
848,Stone Fire,11,39.89
829,Spinal Rocky,13,39.87
736,Robbery Bright,13,39.87
652,Pajama Jawbreaker,14,39.86
452,Illusion Amelie,15,39.85
896,Tootsie Pilot,15,39.85
488,Joon Northwest,17,39.83
282,Encounters Curtain,19,39.81
176,Congeniality Quest,22,39.78
646,Outbreak Divine,23,39.77
309,Feud Frogmen,25,39.75
850,Story Side,28,39.72
875,Talented Homicide,29,39.71
472,Italian African,6,38.94
952,Wagon Jaws,10,38.90
82,Blood Argonauts,10,38.90
257,Drumline Cyclone,11,38.89
928,Uptown Young,12,38.88
576,Mighty Luck,12,38.88
457,Independence Hotel,19,38.81
976,Wind Phantom,23,38.77
119,Caper Motions,24,38.76
200,Curtain Videotape,26,38.74
595,Moon Bunch,29,38.71
372,Graceland Dynamite,6,37.94
939,Vertigo Northwest,8,37.92
364,Godfather Diary,8,37.92
815,Snatchers Montezuma,9,37.91
29,Antitrust Tomatoes,10,37.90
80,Blanket Beverly,11,37.89
413,Hedwig Alter,12,37.88
3,Adaptation Holes,12,37.88
790,Shootist Superfly,24,37.76
387,Gun Bonnie,25,37.75
970,Westward Seabiscuit,26,37.74
182,Control Anthem,7,36.93
248,Dozen Lion,7,36.93
467,Intrigue Worst,19,36.81
140,Cheaper Clyde,20,36.80
697,Primary Glass,27,36.73
340,Frontier Cabin,6,35.94
769,School Jacket,6,35.94
926,Untouchables Sunrise,8,35.92
393,Halloween Nuts,10,35.90
368,Gone Trouble,10,35.90
604,Mulan Moon,12,35.88
241,Donnie Alley,14,35.86
535,Love Suicides,20,35.80
949,Volcano Texas,21,35.79
11,Alamo Videotape,24,35.76
238,Doctor Grail,7,34.93
726,Reservoir Adaptation,10,34.90
549,Magnolia Forrester,11,34.89
585,Mob Duffel,12,34.88
732,Rings Heartbreakers,15,34.85
963,Watch Tracy,16,34.84
877,Taxi Kick,17,34.83
524,Lion Uncut,18,34.82
79,Blade Polish,21,34.79
122,Carrie Bunch,23,34.77
310,Fever Empire,5,33.95
237,Divorce Shining,7,33.93
550,Maguire Apache,9,33.91
819,Song Hedwig,10,33.90
761,Santa Paris,11,33.89
832,Splash Gump,14,33.86
907,Translation Summer,15,33.85
862,Summer Scarface,15,33.85
948,Voice Peach,19,33.81
747,Roxanne Rebel,19,33.81
132,Chainsaw Uptown,21,33.79
270,Earth Vision,22,33.78
883,Tequila Past,6,32.94
106,Bulworth Commandments,7,32.93
553,Maker Gables,10,32.90
617,Natural Stock,13,32.87
840,Stampede Disturbing,14,32.86
600,Motions Details,15,32.85
85,Bonnie Holocaust,16,32.84
299,Factory Dragon,17,32.83
461,Insects Stone,17,32.83
717,Rear Trading,17,32.83
560,Mars Roman,19,32.81
19,Amadeus Holy,20,32.80
677,Pianist Outfield,20,32.80
416,Highball Potter,21,32.79
1,Academy Dinosaur,22,32.78
143,Chill Luck,22,32.78
18,Alter Victory,22,32.78
130,Celebrity Horn,24,32.76
786,Shepherd Midsummer,25,32.75
224,Desperate Trainspotting,6,31.94
225,Destination Jerk,8,31.92
758,Saints Bride,8,31.92
714,Random Go,9,31.91
781,Seven Swarm,5,30.95
102,Bubble Grosse,5,30.95
32,Apocalypse Flamingos,6,30.94
490,Jumanji Blade,8,30.92
240,Dolls Rage,9,30.91
539,Luck Opus,10,30.90
809,Slipper Fidelity,16,30.84
280,Empire Malkovich,21,30.79
978,Wisdom Worker,9,29.91
208,Dares Pluto,9,29.91
636,Oleander Clue,10,29.90
794,Side Ark,12,29.88
205,Dances None,12,29.88
155,Cleopatra Devil,17,29.83
534,Louisiana Harry,17,29.83
743,Room Roman,20,29.80
741,Roman Punk,24,29.76
185,Cowboy Doom,7,28.93
541,Luke Mummy,7,28.93
684,Pizza Jumanji,7,28.93
656,Papi Necklace,8,28.92
264,Dwarfs Alter,8,28.92
983,Won Dares,9,28.91
482,Jeopardy Encino,10,28.90
766,Savannah Town,12,28.88
315,Finding Anaconda,12,28.88
149,Christmas Moonshine,21,28.79
377,Grease Youth,21,28.79
459,Informer Double,5,27.95
513,Leathernecks Dwarfs,7,27.93
836,Squad Fish,7,27.93
230,Diary Panic,9,27.91
250,Dragon Squad,11,27.89
581,Minority Kiss,11,27.89
89,Borrowers Bedazzled,22,27.78
699,Private Drop,5,26.95
405,Haunted Antitrust,5,26.95
674,Pet Haunting,8,26.92
923,Unfaithful Kill,8,26.92
188,Crazy Home,9,26.91
886,Theory Mermaid,10,26.90
291,Evolution Alter,12,26.88
281,Encino Elf,18,26.82
118,Canyon Stock,18,26.82
727,Resurrection Silverado,21,26.79
107,Bunch Minds,5,25.95
146,Chitty Lock,7,25.93
223,Desire Alien,8,25.92
629,Notorious Reunion,14,25.86
424,Holocaust Highball,17,25.83
924,Unforgiven Zoolander,18,25.82
562,Masked Bubble,20,25.80
218,Deceiver Betrayed,21,25.79
904,Train Bunch,4,24.96
903,Traffic Hobbit,5,24.95
441,Hunter Alter,5,24.95
62,Bed Highball,6,24.94
352,Gathering Calendar,11,24.89
258,Drums Dynamite,13,24.87
290,Everyone Craft,13,24.87
598,Mosquito Armageddon,14,24.86
688,Polish Brooklyn,18,24.82
663,Patient Sister,19,24.81
249,Dracula Crystal,21,24.79
981,Wolves Desire,21,24.79
558,Mannequin Worst,5,23.95
125,Cassidy Wyoming,6,23.94
259,Duck Racer,6,23.94
517,Lesson Cleopatra,7,23.93
990,World Leathernecks,7,23.93
